State,Year,Type,Gender,Age_group,Total,Total Population,totalPerCapita
Andhra Pradesh,2008,By Jumping off Moving Vehicles/Trains,Male,15-29,1,82069.70000000004,1.218476490105361e-05
Andhra Pradesh,2008,By Consuming Insecticides,Male,15-29,1005,82069.70000000004,0.012245688725558878
Andhra Pradesh,2008,By touching electric wires,Male,15-29,17,82069.70000000004,0.0002071410033179114
Andhra Pradesh,2008,By Hanging,Male,15-29,611,82069.70000000004,0.007444891354543756
Andhra Pradesh,2008,By coming under running vehicles/trains,Male,15-29,172,82069.70000000004,0.002095779562981221
Andhra Pradesh,2008,By Over Alcoholism,Male,15-29,75,82069.70000000004,0.0009138573675790208
Andhra Pradesh,2008,By Overdose of sleeping pills,Male,15-29,8,82069.70000000004,9.747811920842889e-05
Andhra Pradesh,2008,By Consuming Other Poison,Male,15-29,276,82069.70000000004,0.0033629951126907965
Andhra Pradesh,2008,By Jumping from (Other sites),Male,15-29,6,82069.70000000004,7.310858940632166e-05
Andhra Pradesh,2008,By Jumping from (Building),Male,15-29,12,82069.70000000004,0.00014621717881264332
Andhra Pradesh,2008,By Drowning,Male,15-29,145,82069.70000000004,0.0017667909106527735
Andhra Pradesh,2008,By Machine,Male,15-29,3,82069.70000000004,3.655429470316083e-05
Andhra Pradesh,2008,By Self Infliction of injury,Male,15-29,1,82069.70000000004,1.218476490105361e-05
Andhra Pradesh,2008,By Fire/Self Immolation,Male,30-44,232,82069.70000000004,0.0028268654570444375
Andhra Pradesh,2008,By Drowning,Male,30-44,169,82069.70000000004,0.0020592252682780604
Andhra Pradesh,2008,By Hanging,Male,30-44,885,82069.70000000004,0.010783516937432446
Andhra Pradesh,2008,By Other means (please specify),Male,30-44,305,82069.70000000004,0.0037163532948213513
Andhra Pradesh,2008,By Consuming Insecticides,Male,30-44,1328,82069.70000000004,0.016181367788599195
Andhra Pradesh,2008,By touching electric wires,Male,30-44,17,82069.70000000004,0.0002071410033179114
Andhra Pradesh,2008,By Overdose of sleeping pills,Male,30-44,4,82069.70000000004,4.873905960421444e-05
Andhra Pradesh,2008,By Self Infliction of injury,Male,30-44,7,82069.70000000004,8.529335430737528e-05
Andhra Pradesh,2008,By Consuming Other Poison,Male,30-44,475,82069.70000000004,0.005787763328000465
Andhra Pradesh,2008,By Machine,Male,30-44,2,82069.70000000004,2.436952980210722e-05
Andhra Pradesh,2008,By Over Alcoholism,Male,30-44,88,82069.70000000004,0.0010722593112927178
Andhra Pradesh,2008,By Fire-Arms,Male,30-44,5,82069.70000000004,6.0923824505268055e-05
Andhra Pradesh,2008,By Jumping from (Other sites),Male,30-44,9,82069.70000000004,0.00010966288410948249
Andhra Pradesh,2008,By coming under running vehicles/trains,Male,30-44,125,82069.70000000004,0.0015230956126317014
Andhra Pradesh,2008,By Jumping off Moving Vehicles/Trains,Male,30-44,8,82069.70000000004,9.747811920842889e-05
Andhra Pradesh,2008,By Jumping from (Building),Male,30-44,10,82069.70000000004,0.00012184764901053611
Andhra Pradesh,2008,By Overdose of sleeping pills,Male,45-59,5,82069.70000000004,6.0923824505268055e-05
Andhra Pradesh,2008,By coming under running vehicles/trains,Male,45-59,127,82069.70000000004,0.0015474651424338085
Andhra Pradesh,2008,By Consuming Insecticides,Male,45-59,815,82069.70000000004,0.009930583394358693
Andhra Pradesh,2008,By Fire/Self Immolation,Male,45-59,91,82069.70000000004,0.0011088136059958786
Andhra Pradesh,2008,By Hanging,Male,45-59,425,82069.70000000004,0.005178525082947785
Andhra Pradesh,2008,By Jumping from (Other sites),Male,45-59,6,82069.70000000004,7.310858940632166e-05
Andhra Pradesh,2008,By Drowning,Male,45-59,78,82069.70000000004,0.0009504116622821816
Andhra Pradesh,2008,By Over Alcoholism,Male,45-59,49,82069.70000000004,0.000597053480151627
Andhra Pradesh,2008,By Self Infliction of injury,Male,45-59,3,82069.70000000004,3.655429470316083e-05
Andhra Pradesh,2008,By Fire-Arms,Male,45-59,4,82069.70000000004,4.873905960421444e-05
Andhra Pradesh,2008,By Jumping off Moving Vehicles/Trains,Male,45-59,17,82069.70000000004,0.0002071410033179114
Andhra Pradesh,2008,By Machine,Male,45-59,1,82069.70000000004,1.218476490105361e-05
Andhra Pradesh,2008,By Other means (please specify),Male,45-59,250,82069.70000000004,0.0030461912252634027
Andhra Pradesh,2008,By touching electric wires,Male,45-59,14,82069.70000000004,0.00017058670861475056
Andhra Pradesh,2008,By Jumping from (Building),Male,45-59,5,82069.70000000004,6.0923824505268055e-05
Andhra Pradesh,2008,By Consuming Other Poison,Male,45-59,587,82069.70000000004,0.007152456996918469
Andhra Pradesh,2008,By Drowning,Male,60+,48,82069.70000000004,0.0005848687152505733
Andhra Pradesh,2008,By coming under running vehicles/trains,Male,60+,57,82069.70000000004,0.0006945315993600558
Andhra Pradesh,2008,By Consuming Other Poison,Male,60+,69,82069.70000000004,0.0008407487781726991
Andhra Pradesh,2008,By Self Infliction of injury,Male,60+,6,82069.70000000004,7.310858940632166e-05
Andhra Pradesh,2008,By Other means (please specify),Male,60+,101,82069.70000000004,0.0012306612550064147
Andhra Pradesh,2008,By Overdose of sleeping pills,Male,60+,1,82069.70000000004,1.218476490105361e-05
Andhra Pradesh,2008,By Fire/Self Immolation,Male,60+,28,82069.70000000004,0.0003411734172295011
Andhra Pradesh,2008,By Hanging,Male,60+,135,82069.70000000004,0.0016449432616422374
Andhra Pradesh,2008,By Jumping from (Building),Male,60+,2,82069.70000000004,2.436952980210722e-05
Andhra Pradesh,2008,By touching electric wires,Male,60+,2,82069.70000000004,2.436952980210722e-05
Andhra Pradesh,2008,By Jumping from (Other sites),Male,60+,2,82069.70000000004,2.436952980210722e-05
Andhra Pradesh,2008,By Over Alcoholism,Male,60+,9,82069.70000000004,0.00010966288410948249
Andhra Pradesh,2008,By Consuming Insecticides,Male,60+,310,82069.70000000004,0.0037772771193266192
Andhra Pradesh,2009,By Hanging,Male,0-14,3,82906.80000000005,3.618521038081313e-05
Andhra Pradesh,2009,By Jumping from (Building),Male,0-14,1,82906.80000000005,1.2061736793604378e-05
Andhra Pradesh,2009,By Other means (please specify),Male,0-14,14,82906.80000000005,0.00016886431511046129
Andhra Pradesh,2009,By Drowning,Male,0-14,16,82906.80000000005,0.00019298778869767004
Andhra Pradesh,2009,By Consuming Insecticides,Male,0-14,13,82906.80000000005,0.0001568025783168569
Andhra Pradesh,2009,By coming under running vehicles/trains,Male,0-14,2,82906.80000000005,2.4123473587208755e-05
Andhra Pradesh,2009,By Jumping from (Other sites),Male,0-14,1,82906.80000000005,1.2061736793604378e-05
Andhra Pradesh,2009,By Consuming Other Poison,Male,0-14,9,82906.80000000005,0.0001085556311424394
Andhra Pradesh,2009,By Fire/Self Immolation,Male,0-14,6,82906.80000000005,7.237042076162627e-05
Andhra Pradesh,2009,By touching electric wires,Male,0-14,2,82906.80000000005,2.4123473587208755e-05
Andhra Pradesh,2009,By coming under running vehicles/trains,Male,15-29,177,82906.80000000005,0.0021349274124679747
Andhra Pradesh,2009,By Fire-Arms,Male,15-29,2,82906.80000000005,2.4123473587208755e-05
Andhra Pradesh,2009,By Over Alcoholism,Male,15-29,106,82906.80000000005,0.001278544100122064
Andhra Pradesh,2009,By Jumping off Moving Vehicles/Trains,Male,15-29,6,82906.80000000005,7.237042076162627e-05
Andhra Pradesh,2009,By Consuming Insecticides,Male,15-29,814,82906.80000000005,0.009818253749993964
Andhra Pradesh,2009,By Fire/Self Immolation,Male,15-29,192,82906.80000000005,0.0023158534643720405
Andhra Pradesh,2009,By Self Infliction of injury,Male,15-29,4,82906.80000000005,4.824694717441751e-05
Andhra Pradesh,2009,By Other means (please specify),Male,15-29,234,82906.80000000005,0.0028224464097034246
Andhra Pradesh,2009,By touching electric wires,Male,15-29,15,82906.80000000005,0.00018092605190406566
Andhra Pradesh,2009,By Jumping from (Other sites),Male,15-29,2,82906.80000000005,2.4123473587208755e-05
Andhra Pradesh,2009,By Overdose of sleeping pills,Male,15-29,8,82906.80000000005,9.649389434883502e-05
Andhra Pradesh,2009,By Consuming Other Poison,Male,15-29,437,82906.80000000005,0.005270978978805113
Andhra Pradesh,2009,By Hanging,Male,15-29,582,82906.80000000005,0.007019930813877748
Andhra Pradesh,2009,By Machine,Male,15-29,1,82906.80000000005,1.2061736793604378e-05
Andhra Pradesh,2009,By Drowning,Male,15-29,122,82906.80000000005,0.001471531888819734
Andhra Pradesh,2009,By Jumping from (Building),Male,15-29,25,82906.80000000005,0.00030154341984010944
Andhra Pradesh,2009,By Fire-Arms,Male,30-44,3,82906.80000000005,3.618521038081313e-05
Andhra Pradesh,2009,By Jumping from (Building),Male,30-44,26,82906.80000000005,0.0003136051566337138
Andhra Pradesh,2009,By Machine,Male,30-44,2,82906.80000000005,2.4123473587208755e-05
Andhra Pradesh,2009,By Fire/Self Immolation,Male,30-44,315,82906.80000000005,0.003799447089985379
Andhra Pradesh,2009,By touching electric wires,Male,30-44,24,82906.80000000005,0.00028948168304650506
Andhra Pradesh,2009,By coming under running vehicles/trains,Male,30-44,137,82906.80000000005,0.0016524579407237998
Andhra Pradesh,2009,By Jumping from (Other sites),Male,30-44,6,82906.80000000005,7.237042076162627e-05
Andhra Pradesh,2009,By Jumping off Moving Vehicles/Trains,Male,30-44,3,82906.80000000005,3.618521038081313e-05
Andhra Pradesh,2009,By Hanging,Male,30-44,787,82906.80000000005,0.009492586856566645
Andhra Pradesh,2009,By Other means (please specify),Male,30-44,263,82906.80000000005,0.0031722367767179514
Andhra Pradesh,2009,By Consuming Other Poison,Male,30-44,555,82906.80000000005,0.00669426392045043
Andhra Pradesh,2009,By Consuming Insecticides,Male,30-44,1322,82906.80000000005,0.015945616041144986
Andhra Pradesh,2009,By Overdose of sleeping pills,Male,30-44,12,82906.80000000005,0.00014474084152325253
Andhra Pradesh,2009,By Drowning,Male,30-44,170,82906.80000000005,0.0020504952549127444
Andhra Pradesh,2009,By Over Alcoholism,Male,30-44,92,82906.80000000005,0.0011096797850116027
Andhra Pradesh,2009,By Self Infliction of injury,Male,30-44,5,82906.80000000005,6.030868396802189e-05
Andhra Pradesh,2009,By coming under running vehicles/trains,Male,45-59,121,82906.80000000005,0.0014594701520261298
Andhra Pradesh,2009,By Jumping from (Other sites),Male,45-59,11,82906.80000000005,0.00013267910472964815
Andhra Pradesh,2009,By Jumping from (Building),Male,45-59,15,82906.80000000005,0.00018092605190406566
Andhra Pradesh,2009,By Self Infliction of injury,Male,45-59,5,82906.80000000005,6.030868396802189e-05
Andhra Pradesh,2009,By Over Alcoholism,Male,45-59,51,82906.80000000005,0.0006151485764738233
Andhra Pradesh,2009,By Other means (please specify),Male,45-59,176,82906.80000000005,0.0021228656756743704
Andhra Pradesh,2009,By Overdose of sleeping pills,Male,45-59,6,82906.80000000005,7.237042076162627e-05
Andhra Pradesh,2009,By Fire-Arms,Male,45-59,2,82906.80000000005,2.4123473587208755e-05
Andhra Pradesh,2009,By Consuming Insecticides,Male,45-59,862,82906.80000000005,0.010397217116086974
Andhra Pradesh,2009,By touching electric wires,Male,45-59,27,82906.80000000005,0.0003256668934273182
Andhra Pradesh,2009,By Fire/Self Immolation,Male,45-59,195,82906.80000000005,0.0023520386747528537
Andhra Pradesh,2009,By Hanging,Male,45-59,478,82906.80000000005,0.005765510187342893
Andhra Pradesh,2009,By Jumping off Moving Vehicles/Trains,Male,45-59,2,82906.80000000005,2.4123473587208755e-05
Andhra Pradesh,2009,By Drowning,Male,45-59,72,82906.80000000005,0.0008684450491395152
Andhra Pradesh,2009,By Consuming Other Poison,Male,45-59,555,82906.80000000005,0.00669426392045043
Andhra Pradesh,2009,By Machine,Male,45-59,8,82906.80000000005,9.649389434883502e-05
Andhra Pradesh,2009,By Jumping from (Other sites),Male,60+,9,82906.80000000005,0.0001085556311424394
Andhra Pradesh,2009,By Hanging,Male,60+,125,82906.80000000005,0.0015077170992005473
Andhra Pradesh,2009,By Drowning,Male,60+,34,82906.80000000005,0.00041009905098254884
Andhra Pradesh,2009,By Jumping from (Building),Male,60+,4,82906.80000000005,4.824694717441751e-05
Andhra Pradesh,2009,By touching electric wires,Male,60+,3,82906.80000000005,3.618521038081313e-05
Andhra Pradesh,2009,By coming under running vehicles/trains,Male,60+,34,82906.80000000005,0.00041009905098254884
Andhra Pradesh,2009,By Self Infliction of injury,Male,60+,4,82906.80000000005,4.824694717441751e-05
Andhra Pradesh,2009,By Fire/Self Immolation,Male,60+,31,82906.80000000005,0.0003739138406017357
Andhra Pradesh,2009,By Over Alcoholism,Male,60+,14,82906.80000000005,0.00016886431511046129
Andhra Pradesh,2009,By Consuming Insecticides,Male,60+,300,82906.80000000005,0.0036185210380813133
Andhra Pradesh,2009,By Consuming Other Poison,Male,60+,149,82906.80000000005,0.0017971987822470524
Andhra Pradesh,2009,By Machine,Male,60+,1,82906.80000000005,1.2061736793604378e-05
Andhra Pradesh,2009,By Other means (please specify),Male,60+,77,82906.80000000005,0.0009287537331075371
Andhra Pradesh,2010,By Hanging,Male,0-14,16,83743.90000000005,0.00019105869203607653
Andhra Pradesh,2010,By Consuming Insecticides,Male,0-14,27,83743.90000000005,0.00032241154281087913
Andhra Pradesh,2010,By Fire/Self Immolation,Male,0-14,11,83743.90000000005,0.00013135285077480263
Andhra Pradesh,2010,By touching electric wires,Male,0-14,3,83743.90000000005,3.582350475676435e-05
Andhra Pradesh,2010,By Drowning,Male,0-14,13,83743.90000000005,0.0001552351872793122
Andhra Pradesh,2010,By Other means (please specify),Male,0-14,12,83743.90000000005,0.0001432940190270574
Andhra Pradesh,2010,By Jumping from (Building),Male,0-14,1,83743.90000000005,1.1941168252254783e-05
Andhra Pradesh,2010,By coming under running vehicles/trains,Male,0-14,7,83743.90000000005,8.358817776578348e-05
Andhra Pradesh,2010,By Consuming Other Poison,Male,0-14,5,83743.90000000005,5.970584126127392e-05
Andhra Pradesh,2010,By Drowning,Male,15-29,206,83743.90000000005,0.0024598806599644856
Andhra Pradesh,2010,By Over Alcoholism,Male,15-29,90,83743.90000000005,0.0010747051427029304
Andhra Pradesh,2010,By Jumping off Moving Vehicles/Trains,Male,15-29,12,83743.90000000005,0.0001432940190270574
Andhra Pradesh,2010,By Overdose of sleeping pills,Male,15-29,59,83743.90000000005,0.0007045289268830322
Andhra Pradesh,2010,By Self Infliction of injury,Male,15-29,20,83743.90000000005,0.00023882336504509567
Andhra Pradesh,2010,By coming under running vehicles/trains,Male,15-29,245,83743.90000000005,0.002925586221802422
Andhra Pradesh,2010,By Consuming Other Poison,Male,15-29,395,83743.90000000005,0.00471676145964064
Andhra Pradesh,2010,By Fire-Arms,Male,15-29,36,83743.90000000005,0.00042988205708117223
Andhra Pradesh,2010,By Hanging,Male,15-29,705,83743.90000000005,0.008418523617839622
Andhra Pradesh,2010,By Consuming Insecticides,Male,15-29,1187,83743.90000000005,0.014174166715426428
Andhra Pradesh,2010,By touching electric wires,Male,15-29,46,83743.90000000005,0.00054929373960372
Andhra Pradesh,2010,By Other means (please specify),Male,15-29,252,83743.90000000005,0.0030091743995682057
Andhra Pradesh,2010,By Machine,Male,15-29,3,83743.90000000005,3.582350475676435e-05
Andhra Pradesh,2010,By Jumping from (Building),Male,15-29,30,83743.90000000005,0.0003582350475676435
Andhra Pradesh,2010,By Fire/Self Immolation,Male,15-29,225,83743.90000000005,0.002686762856757326
Andhra Pradesh,2010,By Jumping from (Other sites),Male,15-29,19,83743.90000000005,0.0002268821967928409
Andhra Pradesh,2010,By Jumping off Moving Vehicles/Trains,Male,30-44,10,83743.90000000005,0.00011941168252254784
Andhra Pradesh,2010,By coming under running vehicles/trains,Male,30-44,235,83743.90000000005,0.002806174539279874
Andhra Pradesh,2010,By Fire-Arms,Male,30-44,25,83743.90000000005,0.00029852920630636957
Andhra Pradesh,2010,By Consuming Insecticides,Male,30-44,1231,83743.90000000005,0.014699578118525639
Andhra Pradesh,2010,By Other means (please specify),Male,30-44,339,83743.90000000005,0.004048056037514371
Andhra Pradesh,2010,By Drowning,Male,30-44,214,83743.90000000005,0.0025554100059825237
Andhra Pradesh,2010,By Overdose of sleeping pills,Male,30-44,51,83743.90000000005,0.000608999580864994
Andhra Pradesh,2010,By Fire/Self Immolation,Male,30-44,313,83743.90000000005,0.0037375856629557475
Andhra Pradesh,2010,By Jumping from (Other sites),Male,30-44,37,83743.90000000005,0.000441823225333427
Andhra Pradesh,2010,By Machine,Male,30-44,4,83743.90000000005,4.776467300901913e-05
Andhra Pradesh,2010,By Self Infliction of injury,Male,30-44,51,83743.90000000005,0.000608999580864994
Andhra Pradesh,2010,By Jumping from (Building),Male,30-44,53,83743.90000000005,0.0006328819173695036
Andhra Pradesh,2010,By touching electric wires,Male,30-44,40,83743.90000000005,0.00047764673009019135
Andhra Pradesh,2010,By Consuming Other Poison,Male,30-44,470,83743.90000000005,0.005612349078559748
Andhra Pradesh,2010,By Hanging,Male,30-44,707,83743.90000000005,0.008442405954344132
Andhra Pradesh,2010,By Over Alcoholism,Male,30-44,82,83743.90000000005,0.0009791757966848922
Andhra Pradesh,2010,By Fire-Arms,Male,45-59,16,83743.90000000005,0.00019105869203607653
Andhra Pradesh,2010,By Jumping from (Building),Male,45-59,8,83743.90000000005,9.552934601803826e-05
Andhra Pradesh,2010,By Jumping from (Other sites),Male,45-59,10,83743.90000000005,0.00011941168252254784
Andhra Pradesh,2010,By Jumping off Moving Vehicles/Trains,Male,45-59,2,83743.90000000005,2.3882336504509566e-05
Andhra Pradesh,2010,By Other means (please specify),Male,45-59,275,83743.90000000005,0.0032838212693700655
Andhra Pradesh,2010,By touching electric wires,Male,45-59,31,83743.90000000005,0.0003701762158198983
Andhra Pradesh,2010,By Consuming Insecticides,Male,45-59,817,83743.90000000005,0.009755934462092159
Andhra Pradesh,2010,By Fire/Self Immolation,Male,45-59,172,83743.90000000005,0.002053880939387823
Andhra Pradesh,2010,By Drowning,Male,45-59,166,83743.90000000005,0.0019822339298742942
Andhra Pradesh,2010,By Overdose of sleeping pills,Male,45-59,21,83743.90000000005,0.00025076453329735045
Andhra Pradesh,2010,By Over Alcoholism,Male,45-59,54,83743.90000000005,0.0006448230856217583
Andhra Pradesh,2010,By coming under running vehicles/trains,Male,45-59,182,83743.90000000005,0.0021732926219103707
Andhra Pradesh,2010,By Consuming Other Poison,Male,45-59,335,83743.90000000005,0.0040002913645053526
Andhra Pradesh,2010,By Hanging,Male,45-59,453,83743.90000000005,0.005409349218271417
Andhra Pradesh,2010,By Self Infliction of injury,Male,45-59,22,83743.90000000005,0.00026270570154960526
Andhra Pradesh,2010,By Machine,Male,45-59,2,83743.90000000005,2.3882336504509566e-05
Andhra Pradesh,2010,By Consuming Other Poison,Male,60+,159,83743.90000000005,0.0018986457521085107
Andhra Pradesh,2010,By Hanging,Male,60+,148,83743.90000000005,0.001767292901333708
Andhra Pradesh,2010,By touching electric wires,Male,60+,5,83743.90000000005,5.970584126127392e-05
Andhra Pradesh,2010,By Drowning,Male,60+,57,83743.90000000005,0.0006806465903785227
Andhra Pradesh,2010,By Fire-Arms,Male,60+,5,83743.90000000005,5.970584126127392e-05
Andhra Pradesh,2010,By Jumping from (Building),Male,60+,1,83743.90000000005,1.1941168252254783e-05
Andhra Pradesh,2010,By coming under running vehicles/trains,Male,60+,91,83743.90000000005,0.0010866463109551854
Andhra Pradesh,2010,By Jumping from (Other sites),Male,60+,1,83743.90000000005,1.1941168252254783e-05
Andhra Pradesh,2010,By Machine,Male,60+,1,83743.90000000005,1.1941168252254783e-05
Andhra Pradesh,2010,By Fire/Self Immolation,Male,60+,58,83743.90000000005,0.0006925877586307775
Andhra Pradesh,2010,By Jumping off Moving Vehicles/Trains,Male,60+,1,83743.90000000005,1.1941168252254783e-05
Andhra Pradesh,2010,By Other means (please specify),Male,60+,130,83743.90000000005,0.0015523518727931218
Andhra Pradesh,2010,By Overdose of sleeping pills,Male,60+,3,83743.90000000005,3.582350475676435e-05
Andhra Pradesh,2010,By Self Infliction of injury,Male,60+,3,83743.90000000005,3.582350475676435e-05
Andhra Pradesh,2010,By Over Alcoholism,Male,60+,23,83743.90000000005,0.00027464686980186
Andhra Pradesh,2010,By Consuming Insecticides,Male,60+,208,83743.90000000005,0.002483762996468995
Andhra Pradesh,2011,By Other means (please specify),Male,0-14,22,84581.00000000006,0.0002601056974970736
Andhra Pradesh,2011,By Fire/Self Immolation,Male,0-14,6,84581.00000000006,7.09379174992019e-05
Andhra Pradesh,2011,By Consuming Insecticides,Male,0-14,31,84581.00000000006,0.0003665125737458765
Andhra Pradesh,2011,By Hanging,Male,0-14,15,84581.00000000006,0.00017734479374800476
Andhra Pradesh,2011,By Drowning,Male,0-14,26,84581.00000000006,0.0003073976424965416
Andhra Pradesh,2011,By Jumping from (Other sites),Male,0-14,1,84581.00000000006,1.1822986249866983e-05
Andhra Pradesh,2011,By Consuming Other Poison,Male,0-14,10,84581.00000000006,0.00011822986249866984
Andhra Pradesh,2011,By Jumping from (Building),Male,0-14,1,84581.00000000006,1.1822986249866983e-05
Andhra Pradesh,2011,By Fire-Arms,Male,15-29,6,84581.00000000006,7.09379174992019e-05
Andhra Pradesh,2011,By Hanging,Male,15-29,590,84581.00000000006,0.00697556188742152
Andhra Pradesh,2011,By Consuming Other Poison,Male,15-29,631,84581.00000000006,0.007460304323666066
Andhra Pradesh,2011,By Overdose of sleeping pills,Male,15-29,42,84581.00000000006,0.0004965654224944133
Andhra Pradesh,2011,By Fire/Self Immolation,Male,15-29,188,84581.00000000006,0.0022227214149749927
Andhra Pradesh,2011,By coming under running vehicles/trains,Male,15-29,150,84581.00000000006,0.0017734479374800474
Andhra Pradesh,2011,By Drowning,Male,15-29,168,84581.00000000006,0.001986261689977653
Andhra Pradesh,2011,By Other means (please specify),Male,15-29,213,84581.00000000006,0.0025182960712216676
Andhra Pradesh,2011,By Self Infliction of injury,Male,15-29,13,84581.00000000006,0.0001536988212482708
Andhra Pradesh,2011,By Jumping from (Other sites),Male,15-29,6,84581.00000000006,7.09379174992019e-05
Andhra Pradesh,2011,By Consuming Insecticides,Male,15-29,785,84581.00000000006,0.009281044206145582
Andhra Pradesh,2011,By Over Alcoholism,Male,15-29,17,84581.00000000006,0.00020099076624773872
Andhra Pradesh,2011,By Jumping from (Building),Male,15-29,10,84581.00000000006,0.00011822986249866984
Andhra Pradesh,2011,By touching electric wires,Male,15-29,9,84581.00000000006,0.00010640687624880284
Andhra Pradesh,2011,By Jumping from (Other sites),Male,30-44,11,84581.00000000006,0.0001300528487485368
Andhra Pradesh,2011,By touching electric wires,Male,30-44,8,84581.00000000006,9.458388999893586e-05
Andhra Pradesh,2011,By coming under running vehicles/trains,Male,30-44,231,84581.00000000006,0.002731109823719273
Andhra Pradesh,2011,By Drowning,Male,30-44,167,84581.00000000006,0.0019744387037277863
Andhra Pradesh,2011,By Self Infliction of injury,Male,30-44,13,84581.00000000006,0.0001536988212482708
Andhra Pradesh,2011,By Overdose of sleeping pills,Male,30-44,12,84581.00000000006,0.0001418758349984038
Andhra Pradesh,2011,By Consuming Other Poison,Male,30-44,731,84581.00000000006,0.008642602948652765
Andhra Pradesh,2011,By Jumping off Moving Vehicles/Trains,Male,30-44,2,84581.00000000006,2.3645972499733966e-05
Andhra Pradesh,2011,By Over Alcoholism,Male,30-44,57,84581.00000000006,0.0006739102162424181
Andhra Pradesh,2011,By Fire/Self Immolation,Male,30-44,254,84581.00000000006,0.0030030385074662136
Andhra Pradesh,2011,By Hanging,Male,30-44,768,84581.00000000006,0.009080053439897843
Andhra Pradesh,2011,By Consuming Insecticides,Male,30-44,1022,84581.00000000006,0.012083091947364058
Andhra Pradesh,2011,By Machine,Male,30-44,2,84581.00000000006,2.3645972499733966e-05
Andhra Pradesh,2011,By Other means (please specify),Male,30-44,264,84581.00000000006,0.0031212683699648838
Andhra Pradesh,2011,By Fire-Arms,Male,30-44,2,84581.00000000006,2.3645972499733966e-05
Andhra Pradesh,2011,By Jumping from (Building),Male,30-44,7,84581.00000000006,8.276090374906888e-05
Andhra Pradesh,2011,By Hanging,Male,45-59,689,84581.00000000006,0.008146037526158351
Andhra Pradesh,2011,By Fire/Self Immolation,Male,45-59,227,84581.00000000006,0.002683817878719805
Andhra Pradesh,2011,By Consuming Other Poison,Male,45-59,527,84581.00000000006,0.0062307137536799
Andhra Pradesh,2011,By Overdose of sleeping pills,Male,45-59,14,84581.00000000006,0.00016552180749813776
Andhra Pradesh,2011,By touching electric wires,Male,45-59,1,84581.00000000006,1.1822986249866983e-05
Andhra Pradesh,2011,By Over Alcoholism,Male,45-59,28,84581.00000000006,0.0003310436149962755
Andhra Pradesh,2011,By Jumping from (Other sites),Male,45-59,9,84581.00000000006,0.00010640687624880284
Andhra Pradesh,2011,By Drowning,Male,45-59,126,84581.00000000006,0.00148969626748324
Andhra Pradesh,2011,By Other means (please specify),Male,45-59,185,84581.00000000006,0.002187252456225392
Andhra Pradesh,2011,By Consuming Insecticides,Male,45-59,700,84581.00000000006,0.008276090374906888
Andhra Pradesh,2011,By Jumping from (Building),Male,45-59,12,84581.00000000006,0.0001418758349984038
Andhra Pradesh,2011,By Fire-Arms,Male,45-59,2,84581.00000000006,2.3645972499733966e-05
Andhra Pradesh,2011,By Self Infliction of injury,Male,45-59,5,84581.00000000006,5.911493124933492e-05
Andhra Pradesh,2011,By coming under running vehicles/trains,Male,45-59,185,84581.00000000006,0.002187252456225392
Andhra Pradesh,2011,By Fire/Self Immolation,Male,60+,45,84581.00000000006,0.0005320343812440142
Andhra Pradesh,2011,By Overdose of sleeping pills,Male,60+,10,84581.00000000006,0.00011822986249866984
Andhra Pradesh,2011,By Consuming Insecticides,Male,60+,286,84581.00000000006,0.0033813740674619574
Andhra Pradesh,2011,By coming under running vehicles/trains,Male,60+,82,84581.00000000006,0.0009694848724890926
Andhra Pradesh,2011,By Machine,Male,60+,1,84581.00000000006,1.1822986249866983e-05
Andhra Pradesh,2011,By Consuming Other Poison,Male,60+,163,84581.00000000006,0.0019271467587283183
Andhra Pradesh,2011,By Hanging,Male,60+,134,84581.00000000006,0.0015842801574821757
Andhra Pradesh,2011,By Other means (please specify),Male,60+,57,84581.00000000006,0.0006739102162424181
Andhra Pradesh,2011,By Over Alcoholism,Male,60+,27,84581.00000000006,0.00031922062874640856
Andhra Pradesh,2011,By touching electric wires,Male,60+,1,84581.00000000006,1.1822986249866983e-05
Andhra Pradesh,2011,By Jumping from (Building),Male,60+,1,84581.00000000006,1.1822986249866983e-05
Andhra Pradesh,2011,By Jumping from (Other sites),Male,60+,1,84581.00000000006,1.1822986249866983e-05
Andhra Pradesh,2011,By Self Infliction of injury,Male,60+,4,84581.00000000006,4.729194499946793e-05
Andhra Pradesh,2011,By Drowning,Male,60+,107,84581.00000000006,0.0012650595287357672
Andhra Pradesh,2012,By coming under running vehicles/trains,Male,0-14,4,85418.10000000006,4.682848248790358e-05
Andhra Pradesh,2012,By Drowning,Male,0-14,17,85418.10000000006,0.00019902105057359023
Andhra Pradesh,2012,By Other means (please specify),Male,0-14,12,85418.10000000006,0.00014048544746371076
Andhra Pradesh,2012,By Consuming Insecticides,Male,0-14,11,85418.10000000006,0.00012877832684173485
Andhra Pradesh,2012,By Fire/Self Immolation,Male,0-14,6,85418.10000000006,7.024272373185538e-05
Andhra Pradesh,2012,By Consuming Other Poison,Male,0-14,6,85418.10000000006,7.024272373185538e-05
Andhra Pradesh,2012,By Hanging,Male,0-14,9,85418.10000000006,0.00010536408559778306
Andhra Pradesh,2012,By Consuming Insecticides,Male,15-29,716,85418.10000000006,0.008382298365334741
Andhra Pradesh,2012,By Fire-Arms,Male,15-29,5,85418.10000000006,5.8535603109879476e-05
Andhra Pradesh,2012,By Fire/Self Immolation,Male,15-29,174,85418.10000000006,0.002037038988223806
